url_pk,channel_id,title,description,thumbnails,published,play_time,view_count,like_count
Mw3VD0xGNjc,UCC9pQY_uaBSa0WOpMNJHbEQ,집에 냉동만두가 있다면 당장 꺼내세요,"만둣국을 만들어보자

[재료]
냉동 만두, 각종 야채 or 사리

[만드는 법]
1. 냉동만두를 살짝 익혀준 뒤 다 잘라줍니다.
2. 만두 속 재료가 익으면 고춧가루 1스푼을 넣고 볶아줍니다.
3. 물 3컵(약 540ml), 다진 마늘 1/2스푼, 치킨스톡 1/2스푼, 멸치액젓 1스푼을 넣고 끓여줍니다.
4. 만두를 먹을 만큼 넣고 각종 야채 or 사리를 넣어주고 익혀줍니다.
5. 계란, 대파, 후추를 뿌려 마무리해줍니다.

#만두 #만두요리 


채널 멤버십 표시로 이름 옆에 후라이팬을 달아보세요 🍳
https://www.youtube.com/channel/UCC9pQY_uaBSa0WOpMNJHbEQ/join","{'url': 'https://i.ytimg.com/vi/Mw3VD0xGNjc/hqdefault.jpg', 'width': 480, 'height': 360}",2022-10-25T07:56:52Z,2:22,178084,2334
aXMfpdAgIwY,UCC9pQY_uaBSa0WOpMNJHbEQ,파스타가 비싸서 부담스러울땐 집에서 이걸 먹자,매운크림라면 만들기 #Shorts,"{'url': 'https://i.ytimg.com/vi/aXMfpdAgIwY/hqdefault.jpg', 'width': 480, 'height': 360}",2022-05-24T03:18:19Z,54,116823,2436
HdiQ2VFJL6g,UCC9pQY_uaBSa0WOpMNJHbEQ,30초 부추비빔밥,"부추비빔밥을 만들어보자

[재료]
부추

[만드는 법]
1.밥, 부추, 고추장 1스푼, 참기름 1스푼, 계란후라이를 섞어 먹는다.


[남은 부추 활용 영상]
부추 4가지 요리 - https://youtu.be/4tzYVYpJZEU
볶음 우동 - https://youtu.be/taDN3wqYl0s

#부추비빔밥

채널 멤버십 표시로 이름 옆에 후라이팬을 달아보세요 🍳
https://www.youtube.com/channel/UCC9pQY_uaBSa0WOpMNJHbEQ/join","{'url': 'https://i.ytimg.com/vi/HdiQ2VFJL6g/hqdefault.jpg', 'width': 480, 'height': 360}",2022-03-27T08:24:15Z,1:10,81822,1203
QE9GLLU2ZqY,UCC9pQY_uaBSa0WOpMNJHbEQ,바쁜아침 간단하게 만드는 순두부계란밥 3가지,"바쁜아침 촉촉하고 간단하게 순두부와 계란을 이용하여 밥요리를 만들어보자

#순두부 #계란","{'url': 'https://i.ytimg.com/vi/QE9GLLU2ZqY/hqdefault.jpg', 'width': 480, 'height': 360}",2021-09-20T06:45:00Z,2:50,90324,1688
Dlh_Qw5i27U,UCC9pQY_uaBSa0WOpMNJHbEQ,초등학생 조카도 만들 수 있는 고급 요리,"연어국수를 만들어 보자

[재료]
연어, 양파

[연어 국수 만드는 법]
1. 사이다 1컵(약 180ml)와 진간장 1/3컵(약 60ml)을 섞어줍니다.
2. 양파, 연어, 무순, 와사비, 레몬 등 올려줍니다.

[연어 회무침 만드는 법]
1. 고추장 1스푼, 설탕 1스푼, 사이다 1/3컵(약 60ml)을 섞어 양념장을 만들어 줍니다.
2. 연어, 양파, 양념장을 비벼줍니다.
3. 무순, 레몬 등 올려줍니다.

#연어

채널 멤버십 표시로 이름 옆에 후라이팬을 달아보세요 🍳
https://www.youtube.com/channel/UCC9pQY_uaBSa0WOpMNJHbEQ/join","{'url': 'https://i.ytimg.com/vi/Dlh_Qw5i27U/hqdefault.jpg', 'width': 480, 'height': 360}",2023-01-06T08:53:36Z,2:20,86248,1508
2a_vJrvHRqg,UCC9pQY_uaBSa0WOpMNJHbEQ,라면에 이걸 넣었더니 역대급입니다.,"고추참치 짬뽕 라면을 만들어 보자

[재료]
짬뽕라면 (혹은 매운 라면), 고추참치 1캔, 양파(생략가능), 양배추(생략가능), 대파(생략가능)

[만드는 법]
1. 냄비에 다진 마늘 1/2스푼, 양파, 양배추를 넣고 볶아줍니다.
2. 고추참치 한캔을 넣고 볶아줍니다.
3. 물 3컵 (약 540ml), 건더기, 분말 스프, 멸치 액젓(굴소스) 1스푼을 넣고 끓여줍니다.
4. 면이 익으면 대파, 후추를 넉넉하게 뿌려줍니다.

#고추참치 #라면  

채널 멤버십 표시로 이름 옆에 후라이팬을 달아보세요 🍳
https://www.youtube.com/channel/UCC9pQY_uaBSa0WOpMNJHbEQ/join","{'url': 'https://i.ytimg.com/vi/2a_vJrvHRqg/hqdefault.jpg', 'width': 480, 'height': 360}",2023-03-08T09:02:27Z,1:41,128334,1452
jTNi-XcKL0s,UCC9pQY_uaBSa0WOpMNJHbEQ,먹어도 3kg빠지는 피자 만드는 방법,"양배추를 이용하여 맛있는 요리를 해보자

#양배추 #피자","{'url': 'https://i.ytimg.com/vi/jTNi-XcKL0s/hqdefault.jpg', 'width': 480, 'height': 360}",2021-09-24T10:15:01Z,3:25,129907,2517
FLvMAStALwk,UCC9pQY_uaBSa0WOpMNJHbEQ,냉동실에 만두가 남아있다면 이렇게 먹어보세요,만두 피자 만들기 #Shorts,"{'url': 'https://i.ytimg.com/vi/FLvMAStALwk/hqdefault.jpg', 'width': 480, 'height': 360}",2022-08-11T13:29:02Z,59,534902,4598
_zRunTK-lR0,UCC9pQY_uaBSa0WOpMNJHbEQ,이렇게 만들어 먹으면 비행기 탈 필요 없습니다.,청경채숙주볶음을 만들어보자 #Shorts,"{'url': 'https://i.ytimg.com/vi/_zRunTK-lR0/hqdefault.jpg', 'width': 480, 'height': 360}",2022-09-11T11:21:33Z,58,108158,1843
2CHUpuuftQA,UCC9pQY_uaBSa0WOpMNJHbEQ,이걸 집에서 만들 수 있다고??? 대박!! #Shorts,탄탄면을 만들어보자 #Shorts,"{'url': 'https://i.ytimg.com/vi/2CHUpuuftQA/hqdefault.jpg', 'width': 480, 'height': 360}",2022-03-05T03:29:18Z,58,1623365,24961
EJWG4KMNsng,UCC9pQY_uaBSa0WOpMNJHbEQ,퍽퍽하고 저렴한 돼지고기를 고급스럽게 먹는 최고의 방법,"돼지고기 뒷다리살을 겉바속촉 완벽한 스테이크로 먹어 보자 

[재료]
돼지고기 뒷다리살

[양념장]
스테이크 or 돈가스 소스 2스푼
케찹 2스푼
다진 마늘 ½스푼
후추 조금
물 ½컵

#돼지고기","{'url': 'https://i.ytimg.com/vi/EJWG4KMNsng/hqdefault.jpg', 'width': 480, 'height': 360}",2021-11-09T11:30:02Z,4:40,242605,4046
o733C0Rvk1I,UCC9pQY_uaBSa0WOpMNJHbEQ,너무 쉬워서 난리난 '파베 초콜릿' 만드는 법,"간단하지만 맛있어 보이는 파베 초콜릿 만들기

-----------------

[재료]
-뚜껑 있는 반찬통, 랩
-가나초콜릿(300g), 생크림 1컵 (약 180g), 코코아 파우더
(생크림 없으면 우유 ½컵 준비합니다.)
(컵 사이즈는 일반 종이컵입니다.)


1. 반찬통에 랩을 씌워 줍니다.
2. 냄비에 생크림을 넣고 겉부분만 살짝 끓여줍니다.
3. 생크림에 초콜릿을 넣고 녹여줍니다.
4. 반찬통에 부어줍니다.
5. 냉장고에서 10분 식혀줍니다.
6. 코코아 파우더를 뿌리고 초콜릿을 잘라줍니다.
7. 봉지에 코코아 파우더, 초콜릿을 넣고 흔들어줍니다.


#파베초콜릿 #발렌타인데이 #초콜릿만들기","{'url': 'https://i.ytimg.com/vi/o733C0Rvk1I/hqdefault.jpg', 'width': 480, 'height': 360}",2021-02-12T14:30:12Z,3:14,414647,7090
nHFBJ5UXrws,UCC9pQY_uaBSa0WOpMNJHbEQ,삼겹살 다 먹고 이것까지 먹어줘야함 ㅇㅈ?,된장술밥을 만들어보자 #Shorts,"{'url': 'https://i.ytimg.com/vi/nHFBJ5UXrws/hqdefault.jpg', 'width': 480, 'height': 360}",2022-05-21T10:17:29Z,48,171792,3425
GtVtN6sC0Y4,UCC9pQY_uaBSa0WOpMNJHbEQ,밥 먹으려 했다가 얼큰함에 취했습니다.,"묵은지 찜닭을 만들어 보자

[재료]
토막난 닭 1kg, 묵은지 1/4포기

[만드는 법]
1. 닭은 한번 데쳐줍니다.
2. 데친 닭에 물 3컵(약 540ml), 묵은지 1/4포기, 된장 1/2스푼, 고추장 1/2스푼, 진간장 1스푼, 설탕 1스푼, 고춧가루 2스푼, 치킨스톡 1/3스푼을 넣고 중약불에서 은은하게 20분 이상 끓여줍니다.
3. 대파와 통깨를 뿌려 마무리합니다.

#묵은지찜닭


채널 멤버십 표시로 이름 옆에 후라이팬을 달아보세요 🍳
https://www.youtube.com/channel/UCC9pQY_uaBSa0WOpMNJHbEQ/join","{'url': 'https://i.ytimg.com/vi/GtVtN6sC0Y4/hqdefault.jpg', 'width': 480, 'height': 360}",2023-01-23T08:14:52Z,1:56,59491,874
-lOE4qjCxPg,UCC9pQY_uaBSa0WOpMNJHbEQ,3분 만에 가능,"계란과 고추장만 있으면 재료 준비는 끝입니다!
간단하게 한끼 드셔보세요

#계란 #고추장 #비빔밥","{'url': 'https://i.ytimg.com/vi/-lOE4qjCxPg/hqdefault.jpg', 'width': 480, 'height': 360}",2021-06-08T08:15:00Z,2:1,76093,1238
vDVAbcYZAFg,UCC9pQY_uaBSa0WOpMNJHbEQ,이렇게 요리해서 안 먹는 사람 머리털 나고 단 한명도 못 봤습니다. 가지는 무조건 이렇게 드세요.,"가지덮밥을 만들어 보자

[재료]
가지, 다진 돼지고기 150g, 대파

[만드는 법]
1. 팬에 식용유를 넉넉히 두르고 손질된 가지를 구워준 뒤 빼줍니다.
2. 다시 팬에 식용유를 두른 뒤 다진 대파, 다진 돼지고기, 다진 마늘 1스푼을 넣고 볶아줍니다.
3. 고춧가루 1스푼을 넣고 고추기름을 내줍니다.
4. 고추장 1스푼, 굴소스 1스푼, 설탕 1스푼을 넣고 볶아줍니다.
5. 물 1/4컵 (약 45ml), 구운 가지를 넣고 볶아줍니다.
6. 후추, 통깨를 뿌려 마무리합니다.

#가지
#덮밥 


채널 멤버십 표시로 이름 옆에 후라이팬을 달아보세요 🍳
https://www.youtube.com/channel/UCC9pQY_uaBSa0WOpMNJHbEQ/join","{'url': 'https://i.ytimg.com/vi/vDVAbcYZAFg/hqdefault.jpg', 'width': 480, 'height': 360}",2023-06-20T08:21:21Z,1:48,62503,661
lR4nJK2P7qo,UCC9pQY_uaBSa0WOpMNJHbEQ,연예인들도 먹고 맛있어서 난리난 닭곰탕 만들기,"닭곰탕을 만들어보자

[재료]
생닭 700g, 사골곰탕 육수, 대파

[만드는 법]
1. 깨끗하게 손질된 닭을 냄비에 넣고 사골곰탕 육수 2팩, 물을 닭 2/3 잠기도록 부어줍니다.
2. 센불에서 끓이다가 물이 끓으면 중약불로 내려주고 뚜껑을 덮고 15분, 뒤집어서 15분 총 30분 익혀줍니다.
3. 닭의 뼈와 살코기를 분리시켜줍니다.
4. 분리된 살코기에 대파, 다진 마늘 1스푼, 청양고추, 고춧가루 2스푼, 후추 조금 넣고 섞어줍니다.
5. 닭고명에 닭육수를 부어줍니다.

#닭곰탕

채널 멤버십 표시로 이름 옆에 후라이팬을 달아보세요 🍳
https://www.youtube.com/channel/UCC9pQY_uaBSa0WOpMNJHbEQ/join","{'url': 'https://i.ytimg.com/vi/lR4nJK2P7qo/hqdefault.jpg', 'width': 480, 'height': 360}",2022-05-12T03:00:16Z,3:37,118131,2201
mIhlK6PUG64,UCC9pQY_uaBSa0WOpMNJHbEQ,멀리 갈 필요 없이 이렇게 한 번 드셔보세요,팟타이를 만들어보자 #Shorts,"{'url': 'https://i.ytimg.com/vi/mIhlK6PUG64/hqdefault.jpg', 'width': 480, 'height': 360}",2022-11-05T10:09:37Z,59,111424,2030
uvHiFau1TXA,UCC9pQY_uaBSa0WOpMNJHbEQ,제발 이건 버리지 말고 이렇게 드세요,"두부강정 덮밥을 만들어 보자

[재료]
두부 반모 (150g), 양파, 청양고추

[만드는 법]
1. 두부는 소금으로 밑간 후 전분 가루 2스푼과 잘 섞어줍니다.
2. 팬에 식용유를 두르고 두부를 구워주고 빼줍니다.
3. 굴소스 1스푼, 돈가스 소스 1스푼, 설탕 1/2~2/3스푼, 물 1/3컵(약 60ml), 다진 마늘 1/2스푼, 양파, 청양고추를 넣고 끓여준 뒤 두부와 합쳐줍니다.
4. 밥 위로 올려주고 고춧가루, 후추, 통깨 등 뿌려줍니다.

#두부

채널 멤버십 표시로 이름 옆에 후라이팬을 달아보세요 🍳
https://www.youtube.com/channel/UCC9pQY_uaBSa0WOpMNJHbEQ/join","{'url': 'https://i.ytimg.com/vi/uvHiFau1TXA/hqdefault.jpg', 'width': 480, 'height': 360}",2023-03-09T09:17:03Z,2:5,81822,833
28H_jCLhcb4,UCC9pQY_uaBSa0WOpMNJHbEQ,10분도 안 걸림,"게살 버섯 계란덮밥을 만들어보자

[재료]
게맛살, 팽이 버섯, 계란 3알, 대파

[만드는 법]
1. 팬에 식용유를 두세스푼 둘러주고 대파, 게맛살, 팽이 버섯을 넣고 센불에서 볶아줍니다.
2. 양념장(굴소스 1스푼, 돈가스 소스 1스푼, 후추, 물 3스푼)을 넣고 섞어줍니다.
3. 계란 3알을 잘 풀어서 둘러줍니다.
4. 계란이 익으면 밥 위로 올려줍니다.

#계란요리 #계란덮밥 

채널 멤버십 표시로 이름 옆에 후라이팬을 달아보세요 🍳
https://www.youtube.com/channel/UCC9pQY_uaBSa0WOpMNJHbEQ/join","{'url': 'https://i.ytimg.com/vi/28H_jCLhcb4/hqdefault.jpg', 'width': 480, 'height': 360}",2022-09-03T09:04:40Z,2:4,141691,1865
UOr6rFNOfq0,UCC9pQY_uaBSa0WOpMNJHbEQ,아침 거르는 말년 병장도 벌떡 일어나게 하는 메뉴,콩불 #Shorts,"{'url': 'https://i.ytimg.com/vi/UOr6rFNOfq0/hqdefault.jpg', 'width': 480, 'height': 360}",2022-11-13T08:12:53Z,59,128638,2453
C_USZIO9cNY,UCC9pQY_uaBSa0WOpMNJHbEQ,이건 저장해두고 보세요!,"저장해두고 보세요!
00:00 순두부찌개
02:36 돼지 순두부 짜글이
04:48 순두부 그라탕 라면
06:04 스팸 순두부조림
08:08 순두부 쫄면
09:15 순두부 계란찜
11:23 순두부 짬뽕
12:50 순두부 칼국수
14:31 마파두부
16:44 순두부 카레

#순두부 #레시피 

채널 멤버십 표시로 이름 옆에 후라이팬을 달아보세요 🍳
https://www.youtube.com/channel/UCC9pQY_uaBSa0WOpMNJHbEQ/join","{'url': 'https://i.ytimg.com/vi/C_USZIO9cNY/hqdefault.jpg', 'width': 480, 'height': 360}",2022-10-06T09:16:49Z,18:36,97240,2392
tVrBbAERnc8,UCC9pQY_uaBSa0WOpMNJHbEQ,직장인한테 딱 알맞은 초간단 밥도둑,"간단하게 햄감자짜글이를 만들어보자

[재료]
감자2~3알, 통조림햄 200g,

[만드는법]
1. 냄비에 잘게 자른 감자, 통조림햄을 넣고 물 2, 2/1컵 (약 450ml) 부어줍니다.
2. 고추장 1스푼, 진간장 1스푼, 굴소스 1스푼, 설탕 1스푼, 고춧가루 1스푼, 다진 마늘 1스푼 넣고 끓여줍니다.
3. 물이 끓으면 양파, 대파, 청양고추 등 야채를 넣고 감자가 익을 때까지 끓여줍니다.
4. 대파, 통깨를 뿌려 마무리해줍니다.

#감자짜글이 

채널 멤버십 표시로 이름 옆에 후라이팬을 달아보세요 🍳
https://www.youtube.com/channel/UCC9pQY_uaBSa0WOpMNJHbEQ/join","{'url': 'https://i.ytimg.com/vi/tVrBbAERnc8/hqdefault.jpg', 'width': 480, 'height': 360}",2022-01-31T09:04:57Z,3:,131096,2981
BOSXe86aok4,UCC9pQY_uaBSa0WOpMNJHbEQ,이게 집에서도 가능하다고?,감자탕 만들기 #Shorts,"{'url': 'https://i.ytimg.com/vi/BOSXe86aok4/hqdefault.jpg', 'width': 480, 'height': 360}",2023-01-15T09:38:31Z,1:,169431,3306
8w59rEi-d0s,UCC9pQY_uaBSa0WOpMNJHbEQ,밥 3공기를 미리 준비해두세요,돼지두부조림을 만들어보자 #Shorts,"{'url': 'https://i.ytimg.com/vi/8w59rEi-d0s/hqdefault.jpg', 'width': 480, 'height': 360}",2022-11-17T09:13:59Z,58,289242,4288
523X8bhIBlY,UCC9pQY_uaBSa0WOpMNJHbEQ,제발 흐린 날에 한번 드셔보세요,"닭칼국수를 만들어 보자

[재료]
닭다리살 정육 350, 칼국수면, 대파, 청양고추, 계란

[만드는 법]
1. 팬에 닭다리살, 대파, 청양고추를 같이 구워줍니다.
2. 닭고기가 다 구워졌을 때쯤에 진간장 1/2스푼을 둘러주고 볶아주고 닭고기는 빼줍니다.
3. 물 3컵 (약 540ml), 멸치액젓 1스푼, 치킨스톡 1/3스푼, 칼국수 면을 넣고 끓여줍니다.
4. 육수용 대파와 청양고추는 버리고 면은 빼줍니다.
5. 계란물을 넣어 계란 건더기를 만들어 주고 빼둔 면 위로 부어줍니다.
6. 추가로 대파와 후추를 뿌려 마무리해줍니다. 

#닭칼국수

채널 멤버십 표시로 이름 옆에 후라이팬을 달아보세요 🍳
https://www.youtube.com/channel/UCC9pQY_uaBSa0WOpMNJHbEQ/join","{'url': 'https://i.ytimg.com/vi/523X8bhIBlY/hqdefault.jpg', 'width': 480, 'height': 360}",2023-01-14T09:01:46Z,2:14,94015,1701
tD7esLlG4uI,UCC9pQY_uaBSa0WOpMNJHbEQ,이거 간단한데 맛은 역대급입니다.,"꽈리닭조림을 만들어 보자

[재료]
닭다리살 정육 350g, 꽈리고추 1줌, 통마늘 1줌

[만드는 법]
1. 팬에 식용유를 두르고 닭다리살 정육을 맛있게 구워줍니다.
2. 닭고기 겉면이 익었을 때쯤에 통마늘을 넣고 같이 구워줍니다.
3. 양념장을 넣고 졸여줍니다.
(양념장 - 굴소스 2스푼, 돈가스 소스 2스푼, 설탕 2스푼, 후추, 물 1/2컵 (약 90g)
4. 꽈리고추를 넣고 30초간 볶아줍니다.
5. 통깨를 뿌려 마무리합니다.

#꽈리고추 #닭다리살

채널 멤버십 표시로 이름 옆에 후라이팬을 달아보세요 🍳
https://www.youtube.com/channel/UCC9pQY_uaBSa0WOpMNJHbEQ/join","{'url': 'https://i.ytimg.com/vi/tD7esLlG4uI/hqdefault.jpg', 'width': 480, 'height': 360}",2023-01-19T09:30:40Z,2:16,78877,1029
bOCtxtJJnoI,UCC9pQY_uaBSa0WOpMNJHbEQ,후라이팬 없이 역대급 대존맛 수육 만들기,"고추장 수육을 만들어보자

[재료]
통 삼겹살 500g, 양파, 대파, 전자레인지 용기

[만드는 법]
1. 통 삼겹살은 칼집을 내어주고 설탕 2스푼, 다진 마늘 1스푼, 식초 2스푼, 후추를 뿌려서 쪼물쪼물 해줍니다.
2. 추가로 고추장 1스푼, 굴소스 2스푼, 고춧가루 2스푼을 넣고 한 번 더 양념을 발라줍니다.
3. 전자레인지용 용기에 양파, 대파, 양념된 통 삼겹살을 올려주고 전자레인지에 15분 돌려줍니다.(700W 기준)
4. 먹기 좋기 썰어준 뒤 양파를 곁들어 먹습니다.

#초간단 #고추장수육

채널 멤버십 표시로 이름 옆에 후라이팬을 달아보세요 🍳
https://www.youtube.com/channel/UCC9pQY_uaBSa0WOpMNJHbEQ/join","{'url': 'https://i.ytimg.com/vi/bOCtxtJJnoI/hqdefault.jpg', 'width': 480, 'height': 360}",2022-12-13T08:57:51Z,2:22,197360,3685
XmqJvwCK4VM,UCC9pQY_uaBSa0WOpMNJHbEQ,집에서 이것도 가능하다고???,"낙곱새 사촌 오삼새를 만들어보자

[재료]
냉동 해물, 대패 삼겹살, 컵누들, 사골곰탕, 양파, 대파, 양배추

[만드는 법]
1. 냄비에 양파, 대파, 양배추를 넉넉하게 깔아줍니다.
2. 대패 삼겹살 200g, 냉동 해물, 컵누들 면, 스프 다 넣어줍니다.
3. 사골곰탕 육수 1팩 (500g), 고춧가루 1스푼 넣고 7~10분간 끓여줍니다.

분말스프 대신 양념장은
""진간장 1스푼, 멸치액젓 1스푼, 고춧가루 1스푼, 다진 마늘 1스푼"" 으로 넣으시면 됩니다!
마지막에 간을 보고 짜다면 물을 추가해주세요 😊

#낙곱새

채널 멤버십 표시로 이름 옆에 후라이팬을 달아보세요 🍳
https://www.youtube.com/channel/UCC9pQY_uaBSa0WOpMNJHbEQ/join","{'url': 'https://i.ytimg.com/vi/XmqJvwCK4VM/hqdefault.jpg', 'width': 480, 'height': 360}",2022-05-10T10:29:12Z,2:58,79794,1430
qaYm-aa-d3c,UCC9pQY_uaBSa0WOpMNJHbEQ,이건 최고의 안주입니다 ㅇㅈ?,감자닭도리탕을 만들어보자 #Shorts,"{'url': 'https://i.ytimg.com/vi/qaYm-aa-d3c/hqdefault.jpg', 'width': 480, 'height': 360}",2022-11-26T09:44:46Z,59,904213,9017
EXwi_7grEp0,UCC9pQY_uaBSa0WOpMNJHbEQ,아직도 다 처리 못하신 분들은 꼭 보세요,"저장해두고 보세요!

00:00 장칼국수
01:46 김치어묵 칼국수
03:26 닭 칼국수
05:10 순두부 칼국수
06:48 크림버섯 칼국수 
08:30 게살버섯 칼국수죽
10:08 어묵 칼국수

#칼국수 #라면 #레시피

채널 멤버십 표시로 이름 옆에 후라이팬을 달아보세요 🍳
https://www.youtube.com/channel/UCC9pQY_uaBSa0WOpMNJHbEQ/join","{'url': 'https://i.ytimg.com/vi/EXwi_7grEp0/hqdefault.jpg', 'width': 480, 'height': 360}",2022-11-21T09:19:23Z,11:49,320620,3664
HS3QyavOxeg,UCC9pQY_uaBSa0WOpMNJHbEQ,이건 얼마에 팔면 좋을까요?,불고기 전골 우동을 만들어 보자 #Shorts,"{'url': 'https://i.ytimg.com/vi/HS3QyavOxeg/hqdefault.jpg', 'width': 480, 'height': 360}",2023-01-22T09:20:36Z,53,348746,5711
vXeGgW3tnUY,UCC9pQY_uaBSa0WOpMNJHbEQ,요즘 밖에서는 보기 힘든 밥도둑 찌개,"간단하게 콩나물찌개를 만들어 보자

[재료]
콩나물, 다진 돼지고기, 양파, 표고버섯, 대파, 청양고추

[만드는 법]
1. 뚝배기에 식용유 2스푼, 대파, 다진 돼지고기(약60g)을 넣고 볶아줍니다.
2. 고춧가루 1스푼을 넣고 10초간 볶아줍니다.
3. 물 1+1/2컵 (약 270ml) 넣고 국간장 1스푼, 굴소스 1스푼, 다진마늘 1스푼으로 간을 맞춰줍니다.
4. 양파, 콩나물, 표고버섯, 청양고추 등 넣고 푹 5~10분간 끓여줍니다.

#콩나물찌개

채널 멤버십 표시로 이름 옆에 후라이팬을 달아보세요 🍳
https://www.youtube.com/channel/UCC9pQY_uaBSa0WOpMNJHbEQ/join","{'url': 'https://i.ytimg.com/vi/vXeGgW3tnUY/hqdefault.jpg', 'width': 480, 'height': 360}",2022-01-30T09:41:49Z,2:44,82460,1633
1ixPWPxgraw,UCC9pQY_uaBSa0WOpMNJHbEQ,왜 집 근처에는 이런게 없을까?,순두부짬뽕을 만들어보자 #Shorts,"{'url': 'https://i.ytimg.com/vi/1ixPWPxgraw/hqdefault.jpg', 'width': 480, 'height': 360}",2023-01-05T10:01:41Z,1:,298359,5310
b1rw1uOOdV0,UCC9pQY_uaBSa0WOpMNJHbEQ,삼겹살 스테이크,"수육용 삼겹살(500g)을 이용하여 만든 삼겹살 스테이크

1. 삼겹살 위에 소금이 뭉치지 않게 골고루 뿌려 20~40분 둡니다.
2. 겉면에 나온 수분을 다 닦아줍니다.
3. 냄비 바닥면만 가릴정도로 기름을 부어서 쎈불에 1분 끓여줍니다.
4. 비계부분이 바닥으로 가게 넣어줍니다.
5. 모든면을 쎈불에 1분씩 튀겨줍니다.
6. 가작 약한 불로 내리고, 뚜껑을 덮고 20분 익혀줍니다.
7. 겉은 빠삭하고, 속은 촉촉한 삼겹살 스테이크 완성.","{'url': 'https://i.ytimg.com/vi/b1rw1uOOdV0/hqdefault.jpg', 'width': 480, 'height': 360}",2020-04-20T11:50:02Z,3:18,73081,1457
RuBPMxhRW2o,UCC9pQY_uaBSa0WOpMNJHbEQ,집에서 간단하게 보양식 챙기세요,닭칼국수를 만들어 보자 #Shorts,"{'url': 'https://i.ytimg.com/vi/RuBPMxhRW2o/hqdefault.jpg', 'width': 480, 'height': 360}",2023-01-18T09:19:43Z,1:,99580,1709
rBhPM_e_4pg,UCC9pQY_uaBSa0WOpMNJHbEQ,이건 아마 처음 먹어볼걸?,"두부 당면볶이를 만들어보자

[재료]
두부 1모(300g), 당면, 깻잎 

[만드는 법]
1. 두부를 한번 앞뒤로 구워줍니다.
2. 양념장, 당면을 넣고 익혀줍니다.
(양념장 - 굴소스 2스푼, 고춧가루 2스푼, 진간장 1스푼, 설탕 1스푼, 다진마늘 1스푼, 물 1컵)
3. 깻잎을 올려 마무리해줍니다.

#두부 #당면

채널 멤버십 표시로 이름 옆에 후라이팬을 달아보세요 🍳
https://www.youtube.com/channel/UCC9pQY_uaBSa0WOpMNJHbEQ/join","{'url': 'https://i.ytimg.com/vi/rBhPM_e_4pg/hqdefault.jpg', 'width': 480, 'height': 360}",2022-10-10T09:15:51Z,2:13,114904,1796
riNtpnCCXLE,UCC9pQY_uaBSa0WOpMNJHbEQ,테스트로 만들어봤는데 너무 맛있어서 깜짝 놀랐습니다.,"매운 제육카레를 만들어보자

[재료]
대패 삼겹살 200g, 양파

[만드는 법]
1. 대패 삼겹살과 양파 1/2개, 다진 마늘 1스푼을 넣고 볶아줍니다.
2. 카레가루 1스푼, 불닭 소스 1스푼, 굴소스 1스푼, 설탕 1스푼, 고춧가루 1스푼을 넣고 볶아줍니다.
3. 밥 위에 얹어주고 계란 노른자, 대파, 통깨를 뿌려줍니다.

#제육카레

채널 멤버십 표시로 이름 옆에 후라이팬을 달아보세요 🍳
https://www.youtube.com/channel/UCC9pQY_uaBSa0WOpMNJHbEQ/join","{'url': 'https://i.ytimg.com/vi/riNtpnCCXLE/hqdefault.jpg', 'width': 480, 'height': 360}",2022-10-30T08:00:15Z,1:50,89126,1618
EMJ4LvcbmXQ,UCC9pQY_uaBSa0WOpMNJHbEQ,여친이랑 먹기 딱 좋은 게살로제파스타,"게살로제파스타를 만들어보자

[재료]
파스타면, 크래미(게맛살), 우유, 토마토 소스, 고추장

[만드는 법]
1. 파스타 면을 미리 삶아준 뒤 빼줍니다.
2. 팬에 식용유, 양파 1/2개, 다진 마늘 1스푼을 볶아줍니다.
3. 우유 1컵 (약 180ml), 토마토 소스 3스푼 가득(약 70g), 고추장 1/2스푼을 넣고 섞어줍니다.
4. 삶은 파스타면, 게살, 후추를 뿌려주고 섞어줍니다.
5. 추가로 슬라이스 치즈, 면수 등 넣고 농도를 맞춰줍니다.

#게살 #파스타

채널 멤버십 표시로 이름 옆에 후라이팬을 달아보세요 🍳
https://www.youtube.com/channel/UCC9pQY_uaBSa0WOpMNJHbEQ/join","{'url': 'https://i.ytimg.com/vi/EMJ4LvcbmXQ/hqdefault.jpg', 'width': 480, 'height': 360}",2022-04-17T09:44:08Z,2:48,99799,1983
